Company, Found Date, City, Nation, Industry, Founder, Investor, Total Founding, Company Type, Operating Status, Last Valuation
Songbird Therapy, 2019, San Francisco, United States, Children, Benjamin Hsu, —, , Y, Y, 
Copilot, 2019, New York, United States, FinTech, Andrés Ugarte, BBQ Capital, , Y, Y, 
HoneyBricks, 2022, San Francisco, United States, Advice, Andrew Crebar, Edward Lando, , Y, Y, 
Zoop.one, 2016, Pune, India, Identity Management, Ritesh Kothari, Sanjay Mehta, , Y, Y, 
Amentum, 2020, Germantown, United States, Mechanical Engineering, Steven Mckie, American Securities, , Y, Y, 
Swiftlane, 2019, San Francisco, United States, Artificial Intelligence, Saurabh Bajaj, Bossanova Investimentos, , Y, Y, 
FaceHeart Corporation, 2018, Hsinchu, Taiwan, Artificial Intelligence, Bing-Fei Wu, Taiwania Capital Management Corporation, , Y, Y, 
Apstra, 2014, Menlo Park, United States, Analytics, David Cheriton, David Cheriton, , Y, Y, 
ShopVibes, 2020, Munich, Germany, Software, Daniel Wimmer, Heinz Raufer, , Y, Y, 
Out of the Blue, 2021, San Carlos, United States, Analytics, Gurudev Karanth, Dhiren Bhatia, , Y, Y, 
Deepen AI, 2017, Santa Clara, United States, Artificial Intelligence, Anil Muthineni, Plug and Play, , Y, Y, 
Carbon Origins, 2018, Minneapolis, United States, Robotics, Amogha Srirangarajan, Techstars, , Y, Y, 
FreightWise, 2014, Brentwood, United States, Logistics, Alessandro Rustioni, Unigestion, , Y, Y, 
Drips.com, 2014, Akron, United States, Artificial Intelligence, Tom Martindale, Accel-KKR, , Y, Y, 
Midnight, 2019, Los Angeles, United States, Information Technology, Alfred Chiesa, Founder Friendly Labs, , Y, Y, 
Amorelie, 2013, Berlin, Germany, E-Commerce, Lea-Sophie Cramer, Cherry Ventures, , Y, Y, 
Obol Technologies, 2021, New York, United States, —, —, Archetype, , Y, Y, 
Elai.io, 2021, Lewes, United States, Artificial Intelligence, Vitalii Romanchenko, Startup Wise Guys, , Y, Y, 
Universal Matter, 2019, Houston, United States, Information Services, John van Leeuwen, Accelerator Centre, , Y, Y, 
Bitnob, 2020, Lagos, Nigeria, Cryptocurrency, Adeolu Akinyemi, Ventures Platform, , Y, Y, 
Artist Crowdfund Exchange, 2020, Oakland, United States, Blockchain, Darren Moore, —, , Y, Y, 
NoFraud, 2014, New York, United States, Cyber Security, Isaac Gurary, Providence Strategic Growth (PSG), , Y, Y, 
PerformYard, 2013, Arlington, United States, Enterprise Software, Ben Hastings, Virginia Venture Partners, , Y, Y, 
SaaStock, 2015, London, United Kingdom, Communities, Alexander Theuma, Christoph Janz, , Y, Y, 
Anorak Ventures, 2016, San Francisco, United States, Augmented Reality, Greg Castle, 7percent Ventures, , Y, Y, 
Finbox, 2015, San Francisco, United States, Financial Services, Andy Pai, Y Combinator, , Y, Y, 
DEFIYIELD App, 2020, Dubai, United Arab Emirates, Asset Management, Michael Rosmer, Ceras Ventures, , Y, Y, 
42 Technologies, 2013, San Francisco, United States, Analytics, Cathy Han, 500 Global, , Y, Y, 
OnRamp, 2019, Boston, United States, B2B, Paul Holder, NFX, , Y, Y, 
Everfit, 2019, San Francisco, United States, Fitness, Jonathan Wang, —, , Y, Y, 
Keel, 2021, Toronto, Canada, —, Kumar Abhishek, Mark Joseph, , Y, Y, 
EAIGLE, 2018, Markham, Canada, Artificial Intelligence, Akshaya Mishra, Microsoft, , Y, Y, 
2018, Health Care, Health Care, Betsy McMichae, Bossanova Investimentos, —, or Profit, Y, —
Bloom, 2017, San Francisco, United States, Blockchain, Alain Meier, Fabric Ventures, , Y, Y, 
Craftable, 2015, San Francisco, United States, Food and Beverage, Max Zats, Next Play Ventures, , Y, Y, 
HeroTel, 2015, Stellenbosch, South Africa, Internet, Van Zyl Botha, Vumatel, , Y, Y, 
Tigris Data, 2021, Sunnyvale, United States, Cloud Computing, Himank Chaudhary, General Catalyst, , Y, Y, 
Kandua, 2015, Johannesburg, South Africa, Home Services, Arjun Khoosal, Catalyst Fund, , Y, Y, 
GEEIQ, 2018, London, United Kingdom, Blockchain, Charles Hambro, Ascension, , Y, Y, 
Effectual, 2018, Jersey City, United States, Cloud Computing, Michael J. Parks, Catalyst Investors, , Y, Y, 
Cleary, 2017, San Francisco, United States, Enterprise Software, Ryan O'Donnell, Quiet Capital, , Y, Y, 
QNTM Labs, 2020, Odense, Denmark, Biotechnology, —, Intrinsic Capital Partners, , Y, Y, 
Shgardi, 2019, Al Khobar, Saudi Arabia, Delivery, Abdulaziz Almoosa, Mad'a Investment Company, , Y, Y, 
Litani Ventures, 2018, Chicago, United States, Business Development, Peter Rahal, —, , Y, Y, 
Neon Financial Inc., 2020, Chicago, United States, FinTech, Aveedibya Dey, 500 Global, , Y, Y, 
FundMore.ai, 2018, Ottawa, Canada, Artificial Intelligence, Bogdan Blaga, Invest Ottawa, , Y, Y, 
foodora, 2014, Berlin, Germany, Delivery, Emanuel Pallua, Startup Edmonton, , Y, Y, 
Pear Suite, 2021, Seattle, United States, Health Care, —, Techstars Los Angeles Accelerator, , Y, Y, 
Axion Ray, 2021, New Castle, United States, Aerospace, Daniel First, Aerospace Xelerated, , Y, Y, 
Zand, 2018, Dubai, United Arab Emirates, —, Olivier Crespin, Franklin Templeton Investments, , Y, Y, 
Alva, 2019, London, United Kingdom, Health Care, —, Ascension, , Y, Y, 
ORCHA, 2015, Daresbury, United Kingdom, Apps, Liz Ashall Payne, William Currie Group, , Y, Y, 
Lumotive, 2018, Bellevue, United States, Autonomous Vehicles, Bill Colleran, Samsung Ventures, , Y, Y, 
QUINN, 2014, New York, United States, E-Commerce, John Orekunrin, LAUNCH, , Y, N, 
Auryc, 2016, Los Altos, United States, Analytics, Amod Setlur, Social Starts, , Y, Y, 
Gynoveda, 2018, Mumbai, India, Health Care, Aarati Patil, Fireside Ventures, , Y, Y, 
Oasis, 2019, Laguna Beach, United States, Apps, Matt Mireles, Bossanova Investimentos, , Y, Y, 
Metta Space, 2021, Madrid, Spain, Apps, Eleanor Manley, Techstars Workforce Development Accelerator, , Y, Y, 
Gather Flora, 2021, Wilmington, United States, Agriculture, Hannah Brannan, Techstars Seattle Accelerator, , Y, Y, 
Skin Laundry, 2013, Newport Beach, United States, Health Care, Chris Carey, Burch Creative Capital, , Y, Y, 
Moselle, 2019, Toronto, Canada, E-Commerce, Lakhveer Singh Jajj, Highline Beta, , Y, Y, 
BuzzSumo, 2014, Brighton, United Kingdom, Analytics, Henley Wing, Steve Rayson, , Y, Y, 
Fingerprint For Success, 2015, Sydney, Australia, Social Entrepreneurship, Michelle Duval, Investible, , Y, Y, 
We Are Rosie, 2017, Atlanta, United States, Advertising, Stephanie Nadi Olson, Align Capital Partners, , Y, Y, 
SureIn, 2021, Berlin, Germany, InsurTech, Daniel Dierkes, Sequoia Capital, , Y, Y, 
Astra Security, 2013, Le Kremlin-bicêtre, France, Cyber Security, Ananda Krishna, Techstars, , Y, Y, 
Mudflap, 2018, Palo Alto, United States, Apps, Sharon Yapp, Bossanova Investimentos, , Y, Y, 
2018, Cannabis, Cannabis, —, 12/12 Ventures, —, or Profit, Y, —
TB12, 2013, Foxboro, United States, Fitness, Tom Brady, Cue Ball, , Y, Y, 
Shipday, 2020, Menlo Park, United States, Cloud Computing, Adem Esen, REFASHIOND Ventures, , Y, Y, 
10times, 2014, Noida, India, B2B, Ashwani Gaur, IndiaMART, , Y, Y, 
Contorion, 2014, Berlin, Germany, B2B, Frederick Roehder, Project A Ventures, , Y, Y, 
Intellihealth, 2019, San Francisco, United States, Health Care, Katherine Saunders, 25madison, , Y, Y, 
Precisionlife, 2015, Witney, United Kingdom, Biotechnology, Gert Moller, —, , Y, Y, 
Zoro Card, 2019, Austin, United States, Banking, Roger Morris, Goodwater Capital, , Y, Y, 
The Pink Lily Boutique, 2014, Bowling Green, United States, E-Commerce, Chris Gerbig, —, , Y, Y, 
Townscript, 2014, Pune, India, Event Management, Sachin Sharma, BookMyShow, , Y, Y, 
oculai, 2021, Munich, Germany, Computer Vision, Constantin Kauffmann, —, , Y, Y, 
Vici Robotics, 2019, San Jose, United States, Retail Technology, Alan De Lira, SOSV, , Y, Y, 
Driver, 2015, San Francisco, United States, Health Care, Petros Giannikopoulos, Veronorte, , Y, N, 
E78 Partners, 2016, Oak Brook, United States, Accounting, John Signa, Further Global Capital Management, , Y, Y, 
BKEX Global, 2018, Old Road Town, Saint Kitts and Nevis, Blockchain, Lion Ji, LD Capital, , Y, Y, 
Gero, 2015, Singapore, Singapore, Artificial Intelligence, Igor Mikhnenko, Bulba Ventures, , Y, Y, 
ChroniFI, 2020, —, —, Finance, —, LAUNCH, , Y, Y, 
The Female Company, 2018, Berlin, Germany, Consumer Goods, Ann-Sophie Claus, IBB Ventures, , Y, Y, 
Foundersuite, 2015, San Francisco, United States, Enterprise Software, Gerry Hays, ff Venture Capital, , Y, Y, 
Tabular, 2021, San Jose, United States, Analytics, Daniel Weeks, Andreessen Horowitz, , Y, Y, 
2014, Biotechnology, Therapeutics, Samir N. Khleif, Lauder Partners, —, , Y, —
Prophet Exchange, 2018, Hoboken, United States, Gambling, Dean Sisun, leAD Sports & Health Tech Partners, , Y, Y, 
Pique, 2016, Los Angeles, United States, Beauty, Simon Cheng, Khosla Ventures, , Y, Y, 
Intotheblock, 2018, Miami, United States, Finance, Jesus Rodriguez, Kenetic, , Y, Y, 
Nash, 2017, Vaduz, Liechtenstein, —, Luciano Engel, Flybridge, , Y, Y, 
Delta, 2017, Ghent, Belgium, Apps, Lorenz Bogaert, Lorenz Bogaert, , Y, Y, 
Capbase, 2018, San Francisco, United States, Business Development, Greg Miaskiewicz, LAUNCH, , Y, Y, 
OMNIA Partners, 2016, Franklin, United States, Commercial, M. Todd Abner, TA Associates, , Y, Y, 
Kaiterra, 2014, Montana, Switzerland, Hardware, Jessica Lam, Delos, , Y, Y, 
Orchestry, 2020, Vancouver, Canada, Software, Denise Ching, Incredible Capital, , Y, Y, 
Swap Robotics, 2019, Kitchener, Canada, Electronic Design Automation (EDA), —, SOSV, , Y, Y, 
Myndshft Technologies Inc., 2016, Mesa, United States, Artificial Intelligence, Ron Wince, HCAP Partners, , Y, Y, 
Candy Club, 2014, El Segundo, United States, Confectionery, Keith Cohn, Guild Capital, , Y, Y, 
Frollo, 2015, North Sydney, Australia, Financial Services, Gareth Gumbley, MetLife, , Y, Y, 
Kudos Finance & Investments, 2014, Pune, India, Data Visualization, Pavitra Walvekar, Nitin Gupta, , Y, Y, 
Mintdropz, 2021, San Francisco, United States, Cryptocurrency, Robin Birla, Polygon, , Y, Y, 
MoneyyApp, 2022, Singapore, Singapore, FinTech, Aaditya Goyal, —, , Y, Y, 
Caroo, 2014, Los Angeles, United States, Human Resources, Andy Mackensen, Relevance Ventures (formerly Relevance Capital), , Y, Y, 
Rundoo, 2021, Redwood City, United States, Construction, Andrew Beckman, Bessemer Venture Partners, , Y, Y, 
Sribuu, 2020, Jakarta, Indonesia, Apps, Fransisca Susan, BEENEXT, , Y, Y, 
Welligence, 2018, Houston, United States, Energy, Ross Lubetkin, Global Reserve Group, , Y, Y, 
Archroma, 2013, Reinach, Switzerland, 3D Printing, —, SK Capital Partners, , Y, Y, 
Augmentus, 2019, Singapore, Singapore, Artificial Intelligence, Daryl Lim, Cocoon Capital, , Y, Y, 
Emprexito, 2017, Madrid, Spain, Blockchain, Mohammed Aiachi, Mohammed Aiachi, , Y, Y, 
Atlas Metrics, 2021, Berlin, Germany, Software, Wladimir Nikoluk, Global Founders Capital, , Y, Y, 
NeonVest, 2018, New York, United States, EdTech, Aakash Shah, Aakash Jain, , Y, Y, 
Massa, 2020, Paris, France, —, —, Bpifrance, , Y, Y, 
Olive, 2020, Jersey City, United States, E-Commerce, Nate Faust, Primary Venture Partners, , Y, Y, 
DirectBooks, 2019, New York, United States, Financial Services, Richard Kerschner, Bank of America, , Y, Y, 
Drawboard, 2013, Melbourne, Australia, Apps, Alistair Michener, Blackhorn Ventures, , Y, Y, 
In-Charge Energy, 2019, Irvine, United States, Electric Vehicle, Cameron Funk, Macquarie Capital, , Y, Y, 
Cardea Health, 2014, Philadelphia, United States, Health Care, Andrew West, NFX, , Y, Y, 
Sharepay, 2014, Paris, France, Financial Services, David Finel, NUMA, , Y, N, 
4Founders Capital, 2017, Barcelona, Spain, —, Javier Perez-tenessa, —, , Y, Y, 
GoGrab, 2015, Miami, United States, E-Commerce, Francisco Guijarro, Backstage Capital, , Y, Y, 
Remi, 2019, San Francisco, United States, —, Oscar Adelman, MAGIC Fund, , Y, Y, 
Japan Crate, 2014, San Francisco, United States, Retail, Anthony Sconzo, Decathlon Capital Partners, , Y, Y, 
CVEDIA, 2016, London, United Kingdom, Analytics, Arjan Wijnveen, FLIR Systems, , Y, Y, 
Hibobi, 2019, Hangzhou, China, Children, —, 01vc, , Y, Y, 
Fresh, 2017, Mountain View, United States, Fitness, Mike Hanuschik, Khosla Ventures, , Y, Y, 
Sunshine, 2018, Palo Alto, United States, Information Technology, Enrique Munoz Torres, Norwest Venture Partners, , Y, Y, 
Brite, 2019, Stockholm, Sweden, Financial Services, Lena Hackelöer, A Group of Friends Investments (AGOF), , Y, Y, 
SecurityTrails, 2017, Los Angeles, United States, Big Data, Chris Ueland, Recorded Future, , Y, Y, 
Wallex, 2015, Singapore, Singapore, Financial Services, Hiroyuki Kiga, BEENEXT, , Y, Y, 
Spott, 2016, Aalst, Belgium, Advertising, Jonas De Cooman, European Union, , Y, Y, 
Rubicon Venture Capital, 2013, San Francisco, United States, Venture Capital, Andrew Romans, Kevin Miller - GR0, , Y, Y, 
Algebra Ventures, 2015, Cairo, Egypt, Business Development, Karim Hussein, Egyptian-American Enterprise Fund, , Y, Y, 
Edukasyon.ph, 2015, Manila, Philippines, EdTech, Anthony de Guzman, Villgro, , Y, Y, 
vCloudx (EnableX.io), 2017, Singapore, Singapore, Collaboration, Chandan Agarwal, Olivier de Puymorin, , Y, Y, 
Jumlaty, 2020, Riyadh, Saudi Arabia, E-Commerce, Salman Attieh, —, , Y, Y, 
CypherD Wallet, 2021, —, —, Cryptocurrency, —, Orange DAO, , Y, Y, 
XPayBack, 2014, Singapore, Singapore, Affiliate Marketing, Cushbinshad A B, —, , Y, Y, 
Ant Group, 2014, Hangzhou, China, Banking, Lucy Peng, Warburg Pincus, 22000000000, Y, Y, 
WestConnex, 2016, Sydney, Australia, Construction, —, Caisse de Depot et Placement du Quebec, 16600000000, Y, Y, 
Uniper, 2016, Düsseldorf, Germany, Energy, —, Fortum, 15811577400, Y, Y, 
JUUL, 2015, San Francisco, United States, B2C, Adam Bowen, Tiger Global Management, 15205232806, Y, Y, 
Cruise, 2013, San Francisco, United States, Artificial Intelligence, Daniel Kan, Microsoft, 15118800000, Y, Y, 
KIOXIA, 2017, Tokyo, Japan, Data Storage, —, MUFG Bank, 1300000000000, Y, Y, 
EP Energy Corporation, 2013, Houston, United States, Energy, —, Apollo, 7150000000, Y, Y, 
Northvolt, 2016, Stockholm, Sweden, Battery, Paolo Cerruti, Siemens AG, 7065769386, Y, Y, 
Intersect Power, 2016, Beaverton, United States, Energy, Sheldon Kimber, Bank of America, 6509000000, Y, Y, 
Robinhood, 2013, Menlo Park, United States, Cryptocurrency, Baiju Bhatt, Andreessen Horowitz, 6222916886, Y, Y, 25000000000
WebGo, 2019, New York, United States, Information Technology, Suyash Saha, —, 5734800000, Y, N, 
Xpeng Motors, 2014, Guangzhou, China, Automotive, Heng Xia, CICC, 5708970886, Y, Y, 
NIO, 2014, Shanghai, China, Automotive, Jack Cheng, Lenovo, 5434271280, Y, Y, 
WM Motor, 2015, Shanghai, China, Automotive, Bin Lu, Tencent, 5316399622, Y, Y, 
Xingsheng Youxuan, 2018, Changshahsien, China, E-Commerce, Lihua Yue, Tencent, 5194600000, Y, Y, 
JD Digits, 2013, Beijing, China, B2C, Qiangdong Liu, CICC, N¥33950000000, Y, Y, 
Cainiao Logistics, 2013, Hangzhou, China, Delivery, Guojun Shen, Alibaba Group, 4870592296, Y, Y, 
Carvana, 2013, Tempe, United States, Automotive, Ernie Garcia, Citi, 4835120000, Y, Y, 
Du Xiaoman Financial, 2015, Beijing, China, Banking, Guang Zhu, TPG, 4801999478, Y, Y, 
J&T Express, 2015, Jakarta, Indonesia, Courier Service, Jet Lee, Tencent, 4700000000, Y, Y, 
Canopy Growth, 2014, Smiths Falls, Canada, Cannabis, Bruce Linton, TerrAscend, 4461450272, Y, Y, 
IVC Evidensia, 2019, Bristol, United Kingdom, Health Care, —, Silver Lake, 3500000000, Y, Y, 
Energent, 2016, Fort Worth, United States, Energy, —, —, 4225000000, Y, Y, 
Block.one, 2016, George Town, Cayman Islands, Blockchain, Brendan Blumer, Blockchain Capital, 4149000000, Y, Y, 
SK on, 2021, Seoul, South Korea, Automotive, —, Qatar Investment Authority, 5274000000000, Y, Y, 
Alibaba Bendi Shenghuo Fuwu Gongsi, 2018, Beijing, China, Customer Service, —, Alibaba Group, 4000000000, Y, Y, 
Nubank, 2013, São Paulo, Brazil, Banking, Cristina Junqueira, Berkshire Hathaway, 3907602393, Y, Y, 
Venture Global LNG, 2013, Washington, United States, Energy, Michael Sabel, —, 3875000000, Y, Y, 
Chehaoduo, 2015, Beijing, China, Automotive, Mark Yang, Tencent, 3870000000, Y, Y, 
H2 Green Steel, 2020, Stockholm, Sweden, CleanTech, Carl-Erik Lagercrantz, Altor, 3823018477, Y, Y, 
Pinduoduo, 2015, Shanghai, China, E-Commerce, Chen Lei, Tencent, 3800361337, Y, Y, 
Faraday Future, 2014, Gardena, United States, Automotive, Alan Cherry, Ares Management, 3720750000, Y, Y, 
Tenglong Holding Group, 2015, Beijing, China, Data Center, Shaolong Ren, Morgan Stanley Venture Partners, 3700000000, Y, Y, 
Ke.com, 2017, Beijing, China, Building Material, Hui Zuo, Tencent, 3602538240, Y, Y, 
Argo AI, 2016, Pittsburgh, United States, Artificial Intelligence, Bryan Salesky, Lyft, 3600000000, Y, N, 
Manbang Group, 2017, Guiyang, China, Apps, —, Tencent, 3600000000, Y, Y, 
Swiggy, 2014, Bangalore, India, Delivery, Nandan Reddy, Tencent, 3576500000, Y, Y, 
Databricks, 2013, San Francisco, United States, Analytics, Ali Ghodsi, Andreessen Horowitz, 3522000000, Y, Y, 38000000000
Verily, 2015, South San Francisco, United States, Analytics, Andrew Conrad, Google, 3500000000, Y, Y, 
Phoenix Tower International, 2013, Boca Raton, United States, Infrastructure, Dagan Kasavana, Blackstone Group, 3450000000, Y, Y, 
Gopuff, 2013, Philadelphia, United States, Delivery Service, Rafael Ilishayev, Accel, 3449710000, Y, Y, 15000000000
Thrasio, 2018, Walpole, United States, Consumer Goods, Carlos Cashman, Silver Lake, 3396500000, Y, Y, 
Svolt Energy Technology Co., 2016, Baoding, China, Battery, —, China Mobile, N¥20780000000, Y, Y, 
Nikola Motor Company, 2015, Phoenix, United States, Automotive, Trevor Milton, Fidelity Management and Research Company, 3186700000, Y, Y, 
OYO LIFE, 2018, Tokyo, Japan, Real Estate, —, OYO, 3040000000, Y, Y, 
Altos Labs, 2021, San Francisco, United States, Biopharma, —, ARCH Venture Partners, 3000000000, Y, Y, 
Zuoyebang, 2014, Beijing, China, Apps, Hou Jianbin, Alibaba Group, 2935000000, Y, Y, 
Sibanye-Stillwater, 2013, Westonaria, South Africa, Mining, —, —, 2770000000, Y, Y, 
Uber Freight, 2017, San Francisco, United States, Apps, Bill Driegert, GCM Grosvenor, 2733466596, Y, Y, 
Telegram Messenger, 2013, Dubai, United Arab Emirates, Messaging, Nikolai Durov, Mubadala, 2700000000, Y, Y, 
T3 Mobile Travel Services, 2019, Nanjing, China, Public Transportation, —, Tencent, N¥17460000000, Y, Y, 
SenseTime, 2014, Sha Tin, Hong Kong, Artificial Intelligence, Bing Xu, CICC, 2645000000, Y, Y, 
Premliv Pharmaceuticals, 2013, New York, United States, Biopharma, Dolores Sy, Premliv Healthcare Holdings Ltd., 2600000000, Y, Y, 
Ruwack Trust, 2013, Greensboro, United States, Finance, —, —, 2534110000, Y, Y, 
GAC Aion New Energy Automobile, 2017, Guangzhou, China, Automotive, —, Shenzhen Capital Group, N¥18300000000, Y, Y, 
Ultium Cells, 2020, Warren, United States, Battery, —, DOE Loan Programs Office, 2500000000, Y, Y, 
QGC, 2014, Brisbane, Australia, Energy, —, Global Infrastructure Partners (GIP), 2500000000, Y, Y, 
Enel Open Fiber, 2015, Rome, Italy, Telecommunications, —, Macquarie Group, 2120000000, Y, Y, 
Lalamove, 2013, Hong Kong, Hong Kong, Apps, Chow Shing Yuk, Sequoia Capital China, 2476500000, Y, Y, 
DoorDash, 2013, San Francisco, United States, Delivery, Andy Fang, Temasek Holdings, 2471820000, Y, Y, 16000000000
Flexport, 2013, San Francisco, United States, Freight Service, Anthony Chen, Shopify, 2439000000, Y, Y, 8000000000
Britishvolt, 2019, London, United Kingdom, Automotive, Orral Nadjari, Bank of America, 2428766038, Y, Y, 
Bright Health Group, 2015, Minneapolis, United States, Financial Services, Kyle Rolfing, Tiger Global Management, 2420000000, Y, Y, 
VodafoneZiggo, 2016, Maastricht, The Netherlands, Telecommunications, —, —, 2100000000, Y, Y, 
Kavak, 2016, Mexico City, Mexico, Automotive, Carlos Julio Garcia, SoftBank, 2393250000, Y, Y, 
Rappi, 2015, Bogotá, Colombia, Consumer Goods, Bruno Nardon, Andreessen Horowitz, 2342905447, Y, Y, 
Uber China, 2014, Beijing, China, Mobile Apps, Travis Kalanick, Uber, 2300000000, Y, Y, 
Chime, 2013, San Francisco, United States, Banking, Chris Britt, Tiger Global Management, 2292603117, Y, Y, 25000000000
C6 Bank, 2018, São Paulo, Brazil, Banking, Carlos Fonseca, JPMorgan Chase & Co., 2290147150, Y, Y, 
